Year,Month,Day,Hour,Minute,LocalTime,TIME,DATE,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Cloud Type,Fill Flag,Wind Direction,Precipitable Water,DHI,DNI,Clearsky DNI,Clearsky DHI,Clearsky GHI,GHI,Solar Zenith Angle,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,1,1,4,0,2006-01-01 04:00:00,04:00:00,2006-01-01,2.0,0.116,0.4,100.0,2.0,980.0,7.0,0.0,290.6,0.968,0,0,0,0,0,0,132.46,0.0,0.0
2006,1,1,4,30,2006-01-01 04:30:00,04:30:00,2006-01-01,2.0,0.116,0.4,100.0,1.0,980.0,7.0,0.0,290.6,0.955,0,0,0,0,0,0,126.34,0.0,0.0
2006,1,1,5,0,2006-01-01 05:00:00,05:00:00,2006-01-01,2.0,0.116,0.4,100.0,1.0,980.0,7.0,0.0,301.7,0.942,0,0,0,0,0,0,120.25,0.0,0.0
2006,1,1,5,30,2006-01-01 05:30:00,05:30:00,2006-01-01,1.0,0.116,0.4,100.0,1.0,980.0,0.0,0.0,301.7,0.928,0,0,0,0,0,0,114.21,0.0,0.0
2006,1,1,6,0,2006-01-01 06:00:00,06:00:00,2006-01-01,1.0,0.116,0.4,100.0,1.0,980.0,0.0,0.0,310.9,0.915,0,0,0,0,0,0,108.27,0.0,0.0
2006,1,1,6,30,2006-01-01 06:30:00,06:30:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,980.0,0.0,0.0,310.9,0.903,0,0,0,0,0,0,102.43,0.0,0.0
2006,1,1,7,0,2006-01-01 07:00:00,07:00:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,0.0,0.0,323.5,0.892,0,0,0,0,0,0,96.73,0.0,0.0
2006,1,1,7,30,2006-01-01 07:30:00,07:30:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,0.0,0.0,323.5,0.875,0,0,0,0,0,0,91.2,0.0,0.0
2006,1,1,8,0,2006-01-01 08:00:00,08:00:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,0.0,0.0,335.4,0.859,23,391,391,23,51,51,85.88,0.0,0.0
2006,1,1,8,30,2006-01-01 08:30:00,08:30:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,0.0,0.0,335.4,0.847,38,597,597,38,133,133,80.82,0.0,0.0
2006,1,1,9,0,2006-01-01 09:00:00,09:00:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,1.0,0.0,343.1,0.835,62,521,711,48,220,187,76.08,9.0623,6.9507
2006,1,1,9,30,2006-01-01 09:30:00,09:30:00,2006-01-01,0.0,0.116,0.4,100.0,0.0,990.0,0.0,0.0,343.1,0.836,89,512,786,56,302,249,71.72,12.5486,9.695
2006,1,1,10,0,2006-01-01 10:00:00,10:00:00,2006-01-01,0.0,0.116,0.4,98.17,0.0,990.0,0.0,0.0,351.9,0.838,60,837,837,60,377,377,67.81,19.6692,15.2699
2006,1,1,10,30,2006-01-01 10:30:00,10:30:00,2006-01-01,0.0,0.116,0.5,98.2,0.0,990.0,0.0,0.0,351.9,0.856,64,875,875,64,442,442,64.45,23.6706,18.4327
2006,1,1,11,0,2006-01-01 11:00:00,11:00:00,2006-01-01,0.0,0.116,0.7,96.55,0.0,990.0,1.0,0.0,357.4,0.874,67,902,902,67,494,494,61.73,26.9483,21.0258
2006,1,1,11,30,2006-01-01 11:30:00,11:30:00,2006-01-01,0.0,0.116,0.5,89.86,1.0,990.0,7.0,0.0,357.4,0.897,149,580,922,69,533,442,59.73,24.4063,19.065
2006,1,1,12,0,2006-01-01 12:00:00,12:00:00,2006-01-01,1.0,0.116,0.3,93.71,2.0,990.0,7.0,4.0,354.4,0.92,69,936,936,69,558,558,58.53,31.0205,24.247
2006,1,1,12,30,2006-01-01 12:30:00,12:30:00,2006-01-01,1.0,0.116,0.3,87.33,3.0,990.0,0.0,0.0,354.4,0.956,69,941,941,69,566,566,58.18,31.525,24.6456
2006,1,1,13,0,2006-01-01 13:00:00,13:00:00,2006-01-01,1.0,0.116,0.3,75.44,5.0,990.0,7.0,0.0,342.4,0.993,67,945,945,67,558,558,58.69,30.9932,24.2237
2006,1,1,13,30,2006-01-01 13:30:00,13:30:00,2006-01-01,1.0,0.116,0.2,70.41,6.0,990.0,7.0,0.0,342.4,1.044,66,936,936,66,533,533,60.05,29.3763,22.9432
2006,1,1,14,0,2006-01-01 14:00:00,14:00:00,2006-01-01,2.0,0.116,0.1,66.88,7.0,990.0,0.0,0.0,353.0,1.095,63,921,921,63,493,493,62.19,26.8143,20.9149
2006,1,1,14,30,2006-01-01 14:30:00,14:30:00,2006-01-01,2.0,0.116,0.1,62.49,9.0,990.0,0.0,0.0,353.0,1.047,61,895,895,61,439,439,65.04,23.4087,18.22
2006,1,1,15,0,2006-01-01 15:00:00,15:00:00,2006-01-01,1.0,0.116,0.1,52.31,11.0,990.0,0.0,0.0,75.4,1.0,58,855,855,58,371,371,68.51,19.2422,14.9273
2006,1,1,15,30,2006-01-01 15:30:00,15:30:00,2006-01-01,1.0,0.116,0.1,48.95,12.0,990.0,8.0,0.0,75.4,0.915,53,799,799,53,293,293,72.51,14.6578,11.3114
2006,1,1,16,0,2006-01-01 16:00:00,16:00:00,2006-01-01,0.0,0.116,0.1,43.73,13.0,990.0,0.0,0.0,175.5,0.832,47,707,707,47,206,206,76.95,9.9193,7.5957
2006,1,1,16,30,2006-01-01 16:30:00,16:30:00,2006-01-01,0.0,0.116,0.1,43.72,13.0,990.0,0.0,0.0,175.5,0.785,36,572,572,36,118,118,81.76,0.0,0.0
2006,1,1,17,0,2006-01-01 17:00:00,17:00:00,2006-01-01,1.0,0.116,0.2,41.98,14.0,990.0,0.0,0.0,189.1,0.739,19,318,318,19,37,37,86.87,0.0,0.0
2006,1,1,17,30,2006-01-01 17:30:00,17:30:00,2006-01-01,1.0,0.116,0.2,41.98,14.0,990.0,0.0,0.0,189.1,0.726,0,0,0,0,0,0,92.23,0.0,0.0
2006,1,1,18,0,2006-01-01 18:00:00,18:00:00,2006-01-01,2.0,0.116,0.3,45.06,14.0,990.0,0.0,0.0,179.4,0.714,0,0,0,0,0,0,97.8,0.0,0.0
2006,1,1,18,30,2006-01-01 18:30:00,18:30:00,2006-01-01,2.0,0.116,0.3,45.07,14.0,990.0,0.0,0.0,179.4,0.719,0,0,0,0,0,0,103.52,0.0,0.0
2006,1,1,19,0,2006-01-01 19:00:00,19:00:00,2006-01-01,4.0,0.116,0.3,51.23,14.0,990.0,0.0,0.0,170.2,0.724,0,0,0,0,0,0,109.39,0.0,0.0
2006,1,1,19,30,2006-01-01 19:30:00,19:30:00,2006-01-01,4.0,0.116,0.4,58.37,12.0,990.0,0.0,0.0,170.2,0.742,0,0,0,0,0,0,115.35,0.0,0.0
2006,1,1,20,0,2006-01-01 20:00:00,20:00:00,2006-01-01,6.0,0.116,0.5,73.07,11.0,990.0,0.0,0.0,159.7,0.76,0,0,0,0,0,0,121.4,0.0,0.0
2006,1,1,20,30,2006-01-01 20:30:00,20:30:00,2006-01-01,6.0,0.116,0.7,83.51,9.0,990.0,0.0,0.0,159.7,0.8,0,0,0,0,0,0,127.49,0.0,0.0
2006,1,1,21,0,2006-01-01 21:00:00,21:00:00,2006-01-01,3.0,0.116,1.0,72.35,8.0,990.0,0.0,0.0,151.4,0.842,0,0,0,0,0,0,133.61,0.0,0.0
2006,1,1,21,30,2006-01-01 21:30:00,21:30:00,2006-01-01,3.0,0.116,0.8,77.47,7.0,990.0,0.0,0.0,151.4,0.911,0,0,0,0,0,0,139.73,0.0,0.0
2006,1,1,22,0,2006-01-01 22:00:00,22:00:00,2006-01-01,3.0,0.116,0.7,83.69,6.0,990.0,0.0,0.0,146.4,0.98,0,0,0,0,0,0,145.79,0.0,0.0
2006,1,1,22,30,2006-01-01 22:30:00,22:30:00,2006-01-01,3.0,0.116,0.5,83.7,6.0,990.0,0.0,0.0,146.4,1.071,0,0,0,0,0,0,151.72,0.0,0.0
2006,1,1,23,0,2006-01-01 23:00:00,23:00:00,2006-01-01,3.0,0.116,0.4,85.04,6.0,990.0,3.0,0.0,145.5,1.162,0,0,0,0,0,0,157.39,0.0,0.0
2006,1,1,23,30,2006-01-01 23:30:00,23:30:00,2006-01-01,3.0,0.116,0.4,85.05,6.0,990.0,0.0,0.0,145.5,1.278,0,0,0,0,0,0,162.49,0.0,0.0
2006,1,2,0,0,2006-01-02 00:00:00,00:00:00,2006-01-02,3.0,0.116,0.4,86.84,6.0,990.0,7.0,0.0,144.5,1.394,0,0,0,0,0,0,166.35,0.0,0.0
2006,1,2,0,30,2006-01-02 00:30:00,00:30:00,2006-01-02,3.0,0.116,0.4,86.84,6.0,990.0,7.0,0.0,144.5,1.572,0,0,0,0,0,0,167.7,0.0,0.0
2006,1,2,1,0,2006-01-02 01:00:00,01:00:00,2006-01-02,4.0,0.116,0.4,87.92,6.0,990.0,6.0,0.0,143.2,1.751,0,0,0,0,0,0,165.8,0.0,0.0
2006,1,2,1,30,2006-01-02 01:30:00,01:30:00,2006-01-02,4.0,0.116,0.4,87.91,6.0,990.0,6.0,0.0,143.2,2.005,0,0,0,0,0,0,161.64,0.0,0.0
2006,1,2,2,0,2006-01-02 02:00:00,02:00:00,2006-01-02,4.0,0.116,0.4,89.51,6.0,990.0,7.0,0.0,140.5,2.262,0,0,0,0,0,0,156.41,0.0,0.0
2006,1,2,2,30,2006-01-02 02:30:00,02:30:00,2006-01-02,4.0,0.116,0.4,89.5,6.0,990.0,6.0,0.0,140.5,2.49,0,0,0,0,0,0,150.67,0.0,0.0
2006,1,2,3,0,2006-01-02 03:00:00,03:00:00,2006-01-02,4.0,0.116,0.4,92.12,6.0,990.0,7.0,0.0,141.9,2.718,0,0,0,0,0,0,144.71,0.0,0.0
2006,1,2,3,30,2006-01-02 03:30:00,03:30:00,2006-01-02,4.0,0.116,0.4,92.11,6.0,990.0,7.0,0.0,141.9,2.862,0,0,0,0,0,0,138.63,0.0,0.0
2006,1,2,4,0,2006-01-02 04:00:00,04:00:00,2006-01-02,5.0,0.116,0.4,95.04,6.0,990.0,4.0,0.0,145.2,3.007,0,0,0,0,0,0,132.51,0.0,0.0
2006,1,2,4,30,2006-01-02 04:30:00,04:30:00,2006-01-02,5.0,0.116,0.3,95.05,6.0,990.0,7.0,0.0,145.2,3.038,0,0,0,0,0,0,126.39,0.0,0.0
2006,1,2,5,0,2006-01-02 05:00:00,05:00:00,2006-01-02,5.0,0.116,0.3,96.44,6.0,990.0,7.0,0.0,140.9,3.069,0,0,0,0,0,0,120.3,0.0,0.0
2006,1,2,5,30,2006-01-02 05:30:00,05:30:00,2006-01-02,5.0,0.116,0.4,96.44,6.0,990.0,4.0,0.0,140.9,3.021,0,0,0,0,0,0,114.27,0.0,0.0
2006,1,2,6,0,2006-01-02 06:00:00,06:00:00,2006-01-02,5.0,0.116,0.6,97.44,6.0,990.0,7.0,0.0,131.0,2.973,0,0,0,0,0,0,108.31,0.0,0.0
2006,1,2,6,30,2006-01-02 06:30:00,06:30:00,2006-01-02,4.0,0.116,0.5,100.0,5.0,990.0,7.0,0.0,131.0,2.94,0,0,0,0,0,0,102.47,0.0,0.0
2006,1,2,7,0,2006-01-02 07:00:00,07:00:00,2006-01-02,4.0,0.116,0.5,100.0,5.0,990.0,7.0,0.0,136.5,2.907,0,0,0,0,0,0,96.76,0.0,0.0
2006,1,2,7,30,2006-01-02 07:30:00,07:30:00,2006-01-02,4.0,0.116,0.5,100.0,5.0,990.0,7.0,0.0,136.5,2.904,0,0,0,0,0,0,91.23,0.0,0.0
2006,1,2,8,0,2006-01-02 08:00:00,08:00:00,2006-01-02,4.0,0.116,0.5,100.0,5.0,990.0,7.0,0.0,131.6,2.902,2,0,106,29,36,2,85.9,0.0,0.0
2006,1,2,8,30,2006-01-02 08:30:00,08:30:00,2006-01-02,4.0,0.116,0.5,100.0,5.0,990.0,7.0,0.0,131.6,2.93,8,0,272,61,105,8,80.84,0.0,0.0
2006,1,2,9,0,2006-01-02 09:00:00,09:00:00,2006-01-02,6.0,0.116,0.5,100.0,6.0,990.0,6.0,0.0,126.9,2.959,33,0,430,80,183,33,76.08,1.5992,1.2266
2006,1,2,9,30,2006-01-02 09:30:00,09:30:00,2006-01-02,6.0,0.116,0.5,100.0,6.0,990.0,7.0,0.0,126.9,2.983,14,0,521,96,259,14,71.71,0.7056,0.5452
2006,1,2,10,0,2006-01-02 10:00:00,10:00:00,2006-01-02,6.0,0.116,0.5,100.0,6.0,990.0,7.0,0.0,126.3,3.007,48,0,591,106,329,48,67.8,2.5045,1.9444
2006,1,2,10,30,2006-01-02 10:30:00,10:30:00,2006-01-02,6.0,0.116,0.4,100.0,6.0,990.0,7.0,0.0,126.3,3.052,41,0,637,114,389,41,64.42,2.1962,1.7102
2006,1,2,11,0,2006-01-02 11:00:00,11:00:00,2006-01-02,6.0,0.116,0.4,100.0,6.0,990.0,7.0,0.0,125.3,3.098,70,0,685,115,439,70,61.68,3.8198,2.9804
2006,1,2,11,30,2006-01-02 11:30:00,11:30:00,2006-01-02,6.0,0.116,0.5,100.0,6.0,990.0,7.0,0.0,125.3,3.179,106,0,705,118,474,106,59.67,5.8551,4.5739
2006,1,2,12,0,2006-01-02 12:00:00,12:00:00,2006-01-02,7.0,0.116,0.6,100.0,7.0,990.0,4.0,4.0,126.7,3.26,108,0,736,113,498,108,58.45,6.0066,4.6952
2006,1,2,12,30,2006-01-02 12:30:00,12:30:00,2006-01-02,7.0,0.116,0.7,100.0,7.0,990.0,7.0,0.0,126.7,3.315,113,0,738,114,504,113,58.09,6.2969,4.923
2006,1,2,13,0,2006-01-02 13:00:00,13:00:00,2006-01-02,8.0,0.116,0.9,100.0,8.0,990.0,7.0,0.0,129.5,3.371,71,0,740,110,496,71,58.59,3.9458,3.0841
2006,1,2,13,30,2006-01-02 13:30:00,13:30:00,2006-01-02,8.0,0.116,1.1,94.5,9.0,980.0,7.0,0.0,129.5,3.362,70,0,728,108,473,70,59.94,3.8605,3.0153
2006,1,2,14,0,2006-01-02 14:00:00,14:00:00,2006-01-02,9.0,0.116,1.3,98.07,10.0,980.0,7.0,0.0,145.2,3.354,75,0,708,104,436,75,62.07,4.0824,3.1845
2006,1,2,14,30,2006-01-02 14:30:00,14:30:00,2006-01-02,9.0,0.116,1.3,97.98,10.0,980.0,7.0,0.0,145.2,3.383,59,0,677,99,386,59,64.92,3.1488,2.4511
2006,1,2,15,0,2006-01-02 15:00:00,15:00:00,2006-01-02,11.0,0.116,1.4,100.0,11.0,980.0,6.0,0.0,158.3,3.413,80,0,630,91,324,80,68.38,4.1539,3.2228
2006,1,2,15,30,2006-01-02 15:30:00,15:30:00,2006-01-02,11.0,0.116,1.4,95.1,12.0,980.0,6.0,0.0,158.3,3.467,44,0,566,82,253,44,72.37,2.204,1.7012
2006,1,2,16,0,2006-01-02 16:00:00,16:00:00,2006-01-02,12.0,0.116,1.4,99.01,13.0,980.0,6.0,0.0,167.7,3.522,38,0,490,66,178,38,76.81,1.8315,1.4029
2006,1,2,16,30,2006-01-02 16:30:00,16:30:00,2006-01-02,12.0,0.116,1.3,98.95,13.0,980.0,6.0,0.0,167.7,3.558,21,0,355,48,100,21,81.62,0.0,0.0
2006,1,2,17,0,2006-01-02 17:00:00,17:00:00,2006-01-02,14.0,0.116,1.3,100.0,14.0,980.0,6.0,0.0,171.6,3.594,7,0,181,22,32,7,86.73,0.0,0.0
2006,1,2,17,30,2006-01-02 17:30:00,17:30:00,2006-01-02,14.0,0.116,1.2,100.0,14.0,980.0,6.0,0.0,171.6,3.586,0,0,0,0,0,0,92.09,0.0,0.0
2006,1,2,18,0,2006-01-02 18:00:00,18:00:00,2006-01-02,14.0,0.116,1.2,99.96,15.0,980.0,6.0,0.0,178.1,3.579,0,0,0,0,0,0,97.66,0.0,0.0
2006,1,2,18,30,2006-01-02 18:30:00,18:30:00,2006-01-02,14.0,0.116,1.1,99.93,15.0,980.0,6.0,0.0,178.1,3.524,0,0,0,0,0,0,103.39,0.0,0.0
2006,1,2,19,0,2006-01-02 19:00:00,19:00:00,2006-01-02,15.0,0.116,1.1,100.0,15.0,980.0,6.0,0.0,184.6,3.47,0,0,0,0,0,0,109.25,0.0,0.0
2006,1,2,19,30,2006-01-02 19:30:00,19:30:00,2006-01-02,15.0,0.116,1.0,100.0,15.0,980.0,6.0,0.0,184.6,3.351,0,0,0,0,0,0,115.21,0.0,0.0
2006,1,2,20,0,2006-01-02 20:00:00,20:00:00,2006-01-02,15.0,0.116,1.0,100.0,15.0,980.0,6.0,0.0,194.5,3.233,0,0,0,0,0,0,121.26,0.0,0.0
2006,1,2,20,30,2006-01-02 20:30:00,20:30:00,2006-01-02,15.0,0.116,0.9,100.0,15.0,980.0,6.0,4.0,194.5,2.996,0,0,0,0,0,0,127.36,0.0,0.0
2006,1,2,21,0,2006-01-02 21:00:00,21:00:00,2006-01-02,15.0,0.116,0.8,100.0,15.0,980.0,6.0,4.0,197.4,2.76,0,0,0,0,0,0,133.48,0.0,0.0
2006,1,2,21,30,2006-01-02 21:30:00,21:30:00,2006-01-02,15.0,0.116,0.8,100.0,15.0,980.0,7.0,0.0,197.4,2.682,0,0,0,0,0,0,139.59,0.0,0.0
2006,1,2,22,0,2006-01-02 22:00:00,22:00:00,2006-01-02,15.0,0.116,0.8,100.0,15.0,980.0,0.0,0.0,197.5,2.604,0,0,0,0,0,0,145.65,0.0,0.0
2006,1,2,22,30,2006-01-02 22:30:00,22:30:00,2006-01-02,15.0,0.116,0.8,100.0,15.0,980.0,0.0,0.0,197.5,2.664,0,0,0,0,0,0,151.58,0.0,0.0
2006,1,2,23,0,2006-01-02 23:00:00,23:00:00,2006-01-02,15.0,0.116,0.9,100.0,15.0,980.0,3.0,0.0,201.7,2.725,0,0,0,0,0,0,157.25,0.0,0.0
2006,1,2,23,30,2006-01-02 23:30:00,23:30:00,2006-01-02,15.0,0.116,0.9,100.0,15.0,980.0,3.0,0.0,201.7,2.746,0,0,0,0,0,0,162.35,0.0,0.0
2006,1,3,0,0,2006-01-03 00:00:00,00:00:00,2006-01-03,15.0,0.116,0.9,100.0,15.0,980.0,0.0,0.0,208.4,2.767,0,0,0,0,0,0,166.22,0.0,0.0
2006,1,3,0,30,2006-01-03 00:30:00,00:30:00,2006-01-03,15.0,0.116,0.8,100.0,15.0,980.0,7.0,0.0,208.4,2.724,0,0,0,0,0,0,167.61,0.0,0.0
2006,1,3,1,0,2006-01-03 01:00:00,01:00:00,2006-01-03,15.0,0.116,0.7,100.0,15.0,980.0,6.0,0.0,208.9,2.683,0,0,0,0,0,0,165.77,0.0,0.0
2006,1,3,1,30,2006-01-03 01:30:00,01:30:00,2006-01-03,15.0,0.116,0.6,100.0,15.0,980.0,6.0,0.0,208.9,2.664,0,0,0,0,0,0,161.65,0.0,0.0
2006,1,3,2,0,2006-01-03 02:00:00,02:00:00,2006-01-03,15.0,0.116,0.6,100.0,15.0,980.0,6.0,0.0,211.7,2.646,0,0,0,0,0,0,156.44,0.0,0.0
2006,1,3,2,30,2006-01-03 02:30:00,02:30:00,2006-01-03,15.0,0.116,0.6,100.0,15.0,980.0,6.0,0.0,211.7,2.639,0,0,0,0,0,0,150.72,0.0,0.0
2006,1,3,3,0,2006-01-03 03:00:00,03:00:00,2006-01-03,15.0,0.116,0.6,100.0,15.0,980.0,3.0,0.0,221.8,2.633,0,0,0,0,0,0,144.76,0.0,0.0
2006,1,3,3,30,2006-01-03 03:30:00,03:30:00,2006-01-03,15.0,0.116,0.6,100.0,14.0,970.0,7.0,0.0,221.8,2.586,0,0,0,0,0,0,138.68,0.0,0.0
2006,1,3,4,0,2006-01-03 04:00:00,04:00:00,2006-01-03,15.0,0.116,0.7,100.0,14.0,970.0,9.0,0.0,231.7,2.539,0,0,0,0,0,0,132.56,0.0,0.0
2006,1,3,4,30,2006-01-03 04:30:00,04:30:00,2006-01-03,14.0,0.116,0.7,100.0,14.0,970.0,4.0,0.0,231.7,2.48,0,0,0,0,0,0,126.44,0.0,0.0
2006,1,3,5,0,2006-01-03 05:00:00,05:00:00,2006-01-03,14.0,0.116,0.7,100.0,14.0,970.0,1.0,0.0,238.2,2.422,0,0,0,0,0,0,120.35,0.0,0.0
2006,1,3,5,30,2006-01-03 05:30:00,05:30:00,2006-01-03,13.0,0.116,0.7,100.0,13.0,970.0,3.0,0.0,238.2,2.331,0,0,0,0,0,0,114.31,0.0,0.0
2006,1,3,6,0,2006-01-03 06:00:00,06:00:00,2006-01-03,13.0,0.116,0.7,100.0,13.0,970.0,4.0,0.0,244.8,2.241,0,0,0,0,0,0,108.35,0.0,0.0
2006,1,3,6,30,2006-01-03 06:30:00,06:30:00,2006-01-03,11.0,0.116,0.6,100.0,12.0,970.0,3.0,0.0,244.8,2.121,0,0,0,0,0,0,102.51,0.0,0.0
2006,1,3,7,0,2006-01-03 07:00:00,07:00:00,2006-01-03,11.0,0.116,0.6,100.0,12.0,970.0,7.0,0.0,252.0,2.001,0,0,0,0,0,0,96.79,0.0,0.0
2006,1,3,7,30,2006-01-03 07:30:00,07:30:00,2006-01-03,11.0,0.116,0.6,100.0,11.0,970.0,7.0,0.0,252.0,1.931,0,0,0,0,0,0,91.25,0.0,0.0
2006,1,3,8,0,2006-01-03 08:00:00,08:00:00,2006-01-03,11.0,0.116,0.6,100.0,11.0,970.0,7.0,0.0,261.9,1.86,15,0,213,27,43,15,85.92,0.0,0.0
2006,1,3,8,30,2006-01-03 08:30:00,08:30:00,2006-01-03,9.0,0.116,0.5,100.0,10.0,970.0,0.0,0.0,261.9,1.856,41,0,419,51,118,41,80.85,0.0,0.0
2006,1,3,9,0,2006-01-03 09:00:00,09:00:00,2006-01-03,9.0,0.116,0.5,100.0,10.0,970.0,7.0,0.0,276.0,1.852,66,0,568,66,202,66,76.08,3.1984,2.4532
2006,1,3,9,30,2006-01-03 09:30:00,09:30:00,2006-01-03,9.0,0.116,0.5,100.0,9.0,980.0,7.0,0.0,276.0,1.865,110,0,657,77,284,110,71.7,5.5446,4.2839
2006,1,3,10,0,2006-01-03 10:00:00,10:00:00,2006-01-03,9.0,0.116,0.5,100.0,9.0,980.0,7.0,0.0,289.0,1.879,85,721,721,85,358,358,67.77,18.6841,14.5058
2006,1,3,10,30,2006-01-03 10:30:00,10:30:00,2006-01-03,9.0,0.116,0.5,100.0,8.0,980.0,7.0,0.0,289.0,1.872,91,764,764,91,422,422,64.38,22.6109,17.6085
2006,1,3,11,0,2006-01-03 11:00:00,11:00:00,2006-01-03,9.0,0.116,0.5,100.0,8.0,980.0,7.0,0.0,298.5,1.866,94,799,799,94,474,474,61.63,25.8737,20.1886
2006,1,3,11,30,2006-01-03 11:30:00,11:30:00,2006-01-03,9.0,0.116,0.6,100.0,8.0,980.0,4.0,0.0,298.5,1.827,97,818,818,97,511,511,59.6,28.2376,22.0594
2006,1,3,12,0,2006-01-03 12:00:00,12:00:00,2006-01-03,9.0,0.116,0.7,100.0,9.0,980.0,7.0,4.0,307.8,1.789,97,831,831,97,534,534,58.37,29.7121,23.2262
2006,1,3,12,30,2006-01-03 12:30:00,12:30:00,2006-01-03,9.0,0.116,0.8,97.15,9.0,980.0,4.0,0.0,307.8,1.723,98,835,835,98,541,541,57.99,30.1632,23.5832
2006,1,3,13,0,2006-01-03 13:00:00,13:00:00,2006-01-03,9.0,0.116,0.9,92.61,10.0,980.0,4.0,0.0,323.0,1.658,100,826,826,100,531,531,58.48,29.5275,23.0806
2006,1,3,13,30,2006-01-03 13:30:00,13:30:00,2006-01-03,9.0,0.116,0.9,92.62,11.0,980.0,4.0,0.0,323.0,1.597,223,245,815,98,508,346,59.82,19.0954,14.9157
2006,1,3,14,0,2006-01-03 14:00:00,14:00:00,2006-01-03,9.0,0.116,1.0,83.94,12.0,980.0,0.0,0.0,334.4,1.537,180,22,796,95,469,191,61.94,10.4053,8.1174
2006,1,3,14,30,2006-01-03 14:30:00,14:30:00,2006-01-03,9.0,0.116,1.0,83.93,12.0,980.0,0.0,0.0,334.4,1.519,142,0,766,90,417,142,64.78,7.5864,5.9061
2006,1,3,15,0,2006-01-03 15:00:00,15:00:00,2006-01-03,8.0,0.116,1.1,73.7,13.0,980.0,0.0,0.0,333.2,1.502,157,98,731,82,353,194,68.24,10.0851,7.8259
2006,1,3,15,30,2006-01-03 15:30:00,15:30:00,2006-01-03,8.0,0.116,1.1,73.69,13.0,980.0,0.0,0.0,333.2,1.499,121,50,669,74,278,136,72.23,6.8214,5.2663
2006,1,3,16,0,2006-01-03 16:00:00,16:00:00,2006-01-03,7.0,0.116,1.2,66.66,14.0,980.0,0.0,0.0,327.0,1.497,89,59,592,61,197,103,76.67,4.9693,3.8072
2006,1,3,16,30,2006-01-03 16:30:00,16:30:00,2006-01-03,7.0,0.116,1.2,66.67,14.0,980.0,0.0,0.0,327.0,1.475,45,454,454,45,113,113,81.47,0.0,0.0
2006,1,3,17,0,2006-01-03 17:00:00,17:00:00,2006-01-03,7.0,0.116,1.2,61.44,15.0,980.0,0.0,0.0,323.6,1.453,23,239,239,23,37,37,86.58,0.0,0.0
2006,1,3,17,30,2006-01-03 17:30:00,17:30:00,2006-01-03,7.0,0.116,1.1,65.54,14.0,980.0,2.0,0.0,323.6,1.422,0,0,0,0,0,0,91.95,0.0,0.0
2006,1,3,18,0,2006-01-03 18:00:00,18:00:00,2006-01-03,7.0,0.116,1.1,64.91,14.0,980.0,3.0,0.0,320.6,1.392,0,0,0,0,0,0,97.51,0.0,0.0
2006,1,3,18,30,2006-01-03 18:30:00,18:30:00,2006-01-03,7.0,0.116,1.0,64.93,14.0,980.0,4.0,0.0,320.6,1.363,0,0,0,0,0,0,103.24,0.0,0.0
2006,1,3,19,0,2006-01-03 19:00:00,19:00:00,2006-01-03,7.0,0.116,0.9,65.64,14.0,980.0,3.0,0.0,319.4,1.335,0,0,0,0,0,0,109.11,0.0,0.0
2006,1,3,19,30,2006-01-03 19:30:00,19:30:00,2006-01-03,7.0,0.116,0.7,70.06,13.0,980.0,3.0,0.0,319.4,1.307,0,0,0,0,0,0,115.07,0.0,0.0
2006,1,3,20,0,2006-01-03 20:00:00,20:00:00,2006-01-03,8.0,0.116,0.5,81.01,12.0,980.0,3.0,0.0,318.7,1.279,0,0,0,0,0,0,121.12,0.0,0.0
2006,1,3,20,30,2006-01-03 20:30:00,20:30:00,2006-01-03,8.0,0.116,0.5,92.52,10.0,980.0,0.0,0.0,318.7,1.262,0,0,0,0,0,0,127.22,0.0,0.0
2006,1,3,21,0,2006-01-03 21:00:00,21:00:00,2006-01-03,7.0,0.116,0.5,90.83,9.0,980.0,0.0,0.0,323.0,1.246,0,0,0,0,0,0,133.34,0.0,0.0
2006,1,3,21,30,2006-01-03 21:30:00,21:30:00,2006-01-03,7.0,0.116,0.5,97.23,8.0,980.0,0.0,0.0,323.0,1.243,0,0,0,0,0,0,139.45,0.0,0.0
2006,1,3,22,0,2006-01-03 22:00:00,22:00:00,2006-01-03,6.0,0.116,0.5,91.55,8.0,980.0,0.0,0.0,326.4,1.241,0,0,0,0,0,0,145.51,0.0,0.0
2006,1,3,22,30,2006-01-03 22:30:00,22:30:00,2006-01-03,6.0,0.116,0.5,98.04,7.0,980.0,0.0,0.0,326.4,1.254,0,0,0,0,0,0,151.44,0.0,0.0
2006,1,3,23,0,2006-01-03 23:00:00,23:00:00,2006-01-03,6.0,0.116,0.5,94.15,7.0,980.0,0.0,0.0,327.1,1.268,0,0,0,0,0,0,157.11,0.0,0.0
