Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1058343,-,-,-,36.13,-80.26,-5,289,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,Cloud Type,Solar Zenith Angle,Fill Flag,Precipitable Water,Wind Direction,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,1,1,0,0,0,0,0,0.132,1.3,100,0,970,0,0,0,0,7,165.85,0,0.865,293.8,0.0000,0.0000
2006,1,1,0,30,0,0,0,0.132,1.2000000000000002,100,0,970,0,0,0,0,7,166.82,0,0.873,293.8,0.0000,0.0000
2006,1,1,1,0,0,0,0,0.132,1.2000000000000002,99.41,0,970,0,0,0,0,7,164.79,0,0.881,303.1,0.0000,0.0000
2006,1,1,1,30,0,0,0,0.132,1.1,99.43,0,970,0,0,0,0,1,160.68,0,0.883,303.1,0.0000,0.0000
2006,1,1,2,0,0,0,0,0.132,1.1,97.55,0,970,0,0,0,0,0,155.54,0,0.885,309.40000000000003,0.0000,0.0000
2006,1,1,2,30,0,0,0,0.132,1.1,97.57000000000001,0,980,0,0,0,0,0,149.9,0,0.887,309.40000000000003,0.0000,0.0000
2006,1,1,3,0,0,0,-1,0.132,1.1,100,-1,980,0,0,0,0,7,144.02,0,0.889,316.40000000000003,0.0000,0.0000
2006,1,1,3,30,0,0,-1,0.132,1.1,100,-1,980,0,0,0,0,7,138.02,0,0.882,316.40000000000003,0.0000,0.0000
2006,1,1,4,0,0,0,-1,0.132,1.1,100,-1,980,0,0,0,0,4,131.97,0,0.876,320.20000000000005,0.0000,0.0000
2006,1,1,4,30,0,0,-1,0.132,1.1,100,-1,980,0,0,0,0,0,125.92,0,0.88,320.20000000000005,0.0000,0.0000
2006,1,1,5,0,0,0,-1,0.132,1.1,99.32000000000001,-1,980,0,0,0,0,1,119.89,0,0.884,324.1,0.0000,0.0000
2006,1,1,5,30,0,0,-1,0.132,1,99.34,-1,980,0,0,0,0,0,113.93,0,0.885,324.1,0.0000,0.0000
2006,1,1,6,0,0,0,-1,0.132,1,97.7,-1,980,0,0,0,0,1,108.05,0,0.887,328.20000000000005,0.0000,0.0000
2006,1,1,6,30,0,0,-1,0.132,1,97.72,-1,980,0,0,0,0,7,102.28,0,0.889,328.20000000000005,0.0000,0.0000
2006,1,1,7,0,0,0,-1,0.132,1,97.17,-1,980,0,0,0,0,7,96.65,0,0.891,333.40000000000003,0.0000,0.0000
2006,1,1,7,30,0,0,-1,0.132,0.9,90.38,0,980,0,0,0,0,7,91.2,0,0.904,333.40000000000003,0.0000,0.0000
2006,1,1,8,0,25,37,0,0.132,0.8,92.82000000000001,1,980,27,50,391,22,7,85.96000000000001,4,0.918,341.5,0.0000,0.0000
2006,1,1,8,30,58,90,0,0.132,0.9,86.44,2,980,72,131,597,37,4,80.99,0,0.935,341.5,0.0000,0.0000
2006,1,1,9,0,81,320,0,0.132,1,81.45,3,980,157,216,712,48,4,76.33,0,0.9520000000000001,344.40000000000003,7.5937,5.8216
2006,1,1,9,30,107,362,0,0.132,0.7000000000000001,75.94,4,980,219,297,787,55,7,72.07000000000001,0,0.989,344.40000000000003,11.0008,8.4949
2006,1,1,10,0,60,835,0,0.132,0.4,73.10000000000001,5,980,370,370,835,60,0,68.27,0,1.026,301.6,19.2296,14.9213
2006,1,1,10,30,116,588,0,0.132,0.30000000000000004,68.2,6,980,365,431,867,64,7,65.01,0,1.118,301.6,19.4671,15.1525
2006,1,1,11,0,120,630,1,0.132,0.30000000000000004,67.02,7,980,412,478,884,68,7,62.39,0,1.211,264.7,22.3794,17.4534
2006,1,1,11,30,189,408,1,0.132,0.30000000000000004,62.59,8,980,390,513,900,70,8,60.49,0,1.227,264.7,21.4387,16.7397
2006,1,1,12,0,140,619,0,0.132,0.4,48.99,10,980,456,533,909,70,8,59.38,0,1.244,307.20000000000005,25.2301,19.7122
2006,1,1,12,30,232,218,0,0.132,0.2,45.83,11,980,344,540,914,70,7,59.11,0,1.176,307.20000000000005,19.0623,14.8955
2006,1,1,13,0,131,642,0,0.132,0.1,41.06,12,980,456,531,917,68,7,59.68,0,1.108,228.3,25.1867,19.6751
2006,1,1,13,30,152,545,0,0.132,0.30000000000000004,41.06,12,980,416,507,910,67,7,61.07,0,1.025,228.3,22.7874,17.7866
2006,1,1,14,0,65,895,0,0.132,0.5,42.76,12,980,468,468,895,65,0,63.230000000000004,0,0.9430000000000001,173.4,25.2787,19.7031
2006,1,1,14,30,148,392,0,0.132,0.6000000000000001,45.68,11,980,307,415,870,62,2,66.08,0,0.89,173.4,16.2415,12.6301
2006,1,1,15,0,57,834,1,0.132,0.7000000000000001,53.25,11,980,349,349,834,57,0,69.54,0,0.838,156.10000000000002,17.9399,13.9004
2006,1,1,15,30,52,777,1,0.132,0.7000000000000001,60.86,9,980,272,272,777,52,0,73.51,0,0.807,156.10000000000002,13.4812,10.3869
2006,1,1,16,0,43,695,3,0.132,0.8,74.05,8,980,189,189,695,43,0,77.92,0,0.777,139,9.0484,6.9166
2006,1,1,16,30,32,554,3,0.132,1,84.93,6,980,103,103,554,32,0,82.69,0,0.76,139,0.0000,0.0000
2006,1,1,17,0,15,295,0,0.132,1.3,73.09,5,980,27,27,295,15,0,87.76,0,0.744,130.20000000000002,0.0000,0.0000
2006,1,1,17,30,0,0,0,0.132,1.3,78.4,4,980,0,0,0,0,0,93.08,0,0.747,130.20000000000002,0.0000,0.0000
2006,1,1,18,0,0,0,0,0.132,1.3,77.31,4,980,0,0,0,0,0,98.60000000000001,0,0.751,126.2,0.0000,0.0000
2006,1,1,18,30,0,0,0,0.132,1.2000000000000002,82.96000000000001,3,980,0,0,0,0,0,104.28,0,0.778,126.2,0.0000,0.0000
2006,1,1,19,0,0,0,0,0.132,1.2000000000000002,83.82000000000001,3,980,0,0,0,0,0,110.09,0,0.806,125.2,0.0000,0.0000
2006,1,1,19,30,0,0,0,0.132,1.2000000000000002,83.83,3,980,0,0,0,0,0,116,0,0.855,125.2,0.0000,0.0000
2006,1,1,20,0,0,0,0,0.132,1.2000000000000002,85.36,3,980,0,0,0,0,7,121.99000000000001,0,0.904,127.4,0.0000,0.0000
2006,1,1,20,30,0,0,0,0.132,1.2000000000000002,85.36,3,980,0,0,0,0,1,128.03,0,0.973,127.4,0.0000,0.0000
2006,1,1,21,0,0,0,1,0.132,1.2000000000000002,87.54,3,980,0,0,0,0,0,134.08,0,1.042,131.8,0.0000,0.0000
2006,1,1,21,30,0,0,1,0.132,1.2000000000000002,87.54,3,980,0,0,0,0,1,140.11,0,1.1300000000000001,131.8,0.0000,0.0000
2006,1,1,22,0,0,0,1,0.132,1.2000000000000002,89.37,3,980,0,0,0,0,7,146.08,0,1.219,135.1,0.0000,0.0000
2006,1,1,22,30,0,0,1,0.132,1.1,89.35000000000001,3,980,0,0,0,0,7,151.89000000000001,0,1.374,135.1,0.0000,0.0000
2006,1,1,23,0,0,0,1,0.132,1.1,91.34,3,980,0,0,0,0,6,157.38,0,1.53,134.9,0.0000,0.0000
2006,1,1,23,30,0,0,1,0.132,1,91.33,3,980,0,0,0,0,6,162.23,0,1.766,134.9,0.0000,0.0000
2006,1,2,0,0,0,0,2,0.132,0.9,93.37,3,980,0,0,0,0,6,165.73,0,2.003,134.8,0.0000,0.0000
2006,1,2,0,30,0,0,2,0.132,0.8,93.37,3,980,0,0,0,0,7,166.75,0,2.165,134.8,0.0000,0.0000
2006,1,2,1,0,0,0,2,0.132,0.8,96.79,3,980,0,0,0,0,7,164.76,0,2.327,145.4,0.0000,0.0000
2006,1,2,1,30,0,0,2,0.132,0.9,96.79,3,980,0,0,0,0,4,160.69,0,2.372,145.4,0.0000,0.0000
2006,1,2,2,0,0,0,2,0.132,1.1,92.53,3,980,0,0,0,0,1,155.57,0,2.418,162.70000000000002,0.0000,0.0000
2006,1,2,2,30,0,0,2,0.132,1.4000000000000001,99.28,3,980,0,0,0,0,4,149.94,0,2.4290000000000003,162.70000000000002,0.0000,0.0000
2006,1,2,3,0,0,0,2,0.132,1.8,100,3,980,0,0,0,0,4,144.06,0,2.44,156.60000000000002,0.0000,0.0000
2006,1,2,3,30,0,0,2,0.132,1.5,100,3,980,0,0,0,0,7,138.07,0,2.464,156.60000000000002,0.0000,0.0000
2006,1,2,4,0,0,0,3,0.132,1.3,96.94,4,980,0,0,0,0,4,132.02,0,2.488,154.60000000000002,0.0000,0.0000
2006,1,2,4,30,0,0,3,0.132,1.3,96.91,4,980,0,0,0,0,7,125.97,0,2.5180000000000002,154.60000000000002,0.0000,0.0000
2006,1,2,5,0,0,0,3,0.132,1.3,99.74000000000001,4,980,0,0,0,0,7,119.94,0,2.549,143.1,0.0000,0.0000
2006,1,2,5,30,0,0,3,0.132,1.3,99.72,4,980,0,0,0,0,7,113.98,0,2.607,143.1,0.0000,0.0000
2006,1,2,6,0,0,0,4,0.132,1.4000000000000001,100,4,980,0,0,0,0,4,108.09,0,2.6670000000000003,140.20000000000002,0.0000,0.0000
2006,1,2,6,30,0,0,4,0.132,1.5,100,4,980,0,0,0,0,7,102.32000000000001,0,2.725,140.20000000000002,0.0000,0.0000
2006,1,2,7,0,0,0,4,0.132,1.6,98.89,4,980,0,0,0,0,7,96.68,0,2.7840000000000003,141,0.0000,0.0000
2006,1,2,7,30,0,0,4,0.132,1.6,98.87,4,980,0,0,0,0,7,91.22,0,2.83,141,0.0000,0.0000
2006,1,2,8,0,1,0,4,0.132,1.6,100,5,980,1,34,85,28,7,85.98,4,2.8770000000000002,139.8,0.0000,0.0000
2006,1,2,8,30,4,0,5,0.132,1.8,96.72,6,980,4,101,237,64,4,81,0,2.911,139.8,0.0000,0.0000
2006,1,2,9,0,7,0,6,0.132,2.1,95.27,7,980,7,179,394,86,7,76.34,0,2.946,127.80000000000001,0.3385,0.2595
2006,1,2,9,30,40,0,6,0.132,2.8000000000000003,95.16,7,980,40,252,483,103,7,72.06,0,2.996,127.80000000000001,2.0095,1.5518
2006,1,2,10,0,21,0,7,0.132,3.6,95.51,8,980,21,321,560,113,8,68.25,0,3.047,133.1,1.0916,0.8470
2006,1,2,10,30,26,0,7,0.132,3.5,95.43,8,970,26,378,605,122,7,64.98,0,3.133,133.1,1.3870,1.0796
2006,1,2,11,0,66,0,8,0.132,3.5,100,8,970,66,428,665,119,7,62.35,0,3.22,143.3,3.5860,2.7967
2006,1,2,11,30,94,0,8,0.132,3.3000000000000003,100,8,970,94,461,686,123,7,60.43,0,3.266,143.3,5.1691,4.0363
2006,1,2,12,0,115,0,9,0.132,3.2,100,9,970,115,486,733,112,7,59.31,0,3.3120000000000003,152.1,6.3654,4.9735
2006,1,2,12,30,108,0,9,0.132,2.8000000000000003,100,9,970,108,491,735,113,7,59.02,0,3.333,152.1,5.9877,4.6791
2006,1,2,13,0,63,0,9,0.132,2.4000000000000004,98.5,10,970,63,482,736,110,6,59.57,0,3.354,166,3.4819,2.7202
2006,1,2,13,30,49,0,9,0.132,1.7000000000000002,98.47,10,970,49,458,722,107,6,60.96,0,3.366,166,2.6859,2.0966
2006,1,2,14,0,56,0,9,0.132,1.1,100,10,970,56,421,710,100,6,63.11,0,3.378,184.10000000000002,3.0273,2.3598
2006,1,2,14,30,50,0,9,0.132,0.7000000000000001,100,10,970,50,370,676,94,6,65.96000000000001,0,3.399,184.10000000000002,2.6476,2.0591
2006,1,2,15,0,55,0,9,0.132,0.30000000000000004,100,10,970,55,310,647,82,7,69.41,0,3.42,161.3,2.8304,2.1935
2006,1,2,15,30,75,0,9,0.132,0.30000000000000004,100,9,970,75,239,580,73,6,73.38,0,3.4050000000000002,161.3,3.7217,2.8681
2006,1,2,16,0,39,0,9,0.132,0.30000000000000004,100,9,970,39,162,470,62,6,77.78,0,3.39,90.4,1.8685,1.4286
2006,1,2,16,30,21,0,9,0.132,0.2,100,9,970,21,86,323,44,6,82.55,4,3.248,90.4,0.0000,0.0000
2006,1,2,17,0,5,0,9,0.132,0.1,100,9,970,5,22,122,17,6,87.62,4,3.107,100.60000000000001,0.0000,0.0000
2006,1,2,17,30,0,0,9,0.132,0.1,100,9,970,0,0,0,0,6,92.94,0,2.887,100.60000000000001,0.0000,0.0000
2006,1,2,18,0,0,0,9,0.132,0.1,100,9,970,0,0,0,0,6,98.46000000000001,0,2.668,292,0.0000,0.0000
2006,1,2,18,30,0,0,9,0.132,0.2,100,9,970,0,0,0,0,1,104.14,0,2.589,292,0.0000,0.0000
2006,1,2,19,0,0,0,9,0.132,0.4,100,9,970,0,0,0,0,0,109.95,0,2.511,272.90000000000003,0.0000,0.0000
2006,1,2,19,30,0,0,9,0.132,0.6000000000000001,100,9,970,0,0,0,0,1,115.87,0,2.519,272.90000000000003,0.0000,0.0000
2006,1,2,20,0,0,0,9,0.132,0.8,100,9,970,0,0,0,0,1,121.85000000000001,0,2.528,261,0.0000,0.0000
2006,1,2,20,30,0,0,9,0.132,0.9,100,9,970,0,0,0,0,4,127.89,0,2.458,261,0.0000,0.0000
2006,1,2,21,0,0,0,9,0.132,1.1,100,10,970,0,0,0,0,3,133.94,0,2.388,247.60000000000002,0.0000,0.0000
2006,1,2,21,30,0,0,9,0.132,1.1,100,10,970,0,0,0,0,4,139.98,0,2.36,247.60000000000002,0.0000,0.0000
2006,1,2,22,0,0,0,9,0.132,1.2000000000000002,100,10,970,0,0,0,0,7,145.94,0,2.334,235.60000000000002,0.0000,0.0000
2006,1,2,22,30,0,0,9,0.132,1.2000000000000002,100,10,970,0,0,0,0,9,151.75,0,2.379,235.60000000000002,0.0000,0.0000
2006,1,2,23,0,0,0,9,0.132,1.3,100,10,970,0,0,0,0,6,157.24,0,2.4250000000000003,228.10000000000002,0.0000,0.0000
2006,1,2,23,30,0,0,9,0.132,1.3,100,10,970,0,0,0,0,6,162.09,0,2.46,228.10000000000002,0.0000,0.0000
2006,1,3,0,0,0,0,9,0.132,1.4000000000000001,100,10,970,0,0,0,0,6,165.61,0,2.496,227.60000000000002,0.0000,0.0000
2006,1,3,0,30,0,0,9,0.132,1.4000000000000001,100,10,970,0,0,0,0,7,166.66,0,2.491,227.60000000000002,0.0000,0.0000
2006,1,3,1,0,0,0,9,0.132,1.4000000000000001,100,10,960,0,0,0,0,4,164.73,0,2.486,232.4,0.0000,0.0000
2006,1,3,1,30,0,0,9,0.132,1.4000000000000001,100,10,960,0,0,0,0,8,160.70000000000002,0,2.44,232.4,0.0000,0.0000
2006,1,3,2,0,0,0,9,0.132,1.4000000000000001,100,10,960,0,0,0,0,1,155.59,0,2.395,241.60000000000002,0.0000,0.0000
2006,1,3,2,30,0,0,9,0.132,1.4000000000000001,100,9,960,0,0,0,0,4,149.98,0,2.325,241.60000000000002,0.0000,0.0000
2006,1,3,3,0,0,0,9,0.132,1.5,100,9,960,0,0,0,0,4,144.11,0,2.2560000000000002,257.90000000000003,0.0000,0.0000
2006,1,3,3,30,0,0,8,0.132,1.5,100,8,960,0,0,0,0,4,138.11,0,2.168,257.90000000000003,0.0000,0.0000
2006,1,3,4,0,0,0,8,0.132,1.5,100,8,960,0,0,0,0,7,132.07,0,2.08,276.8,0.0000,0.0000
2006,1,3,4,30,0,0,7,0.132,1.5,100,7,960,0,0,0,0,7,126.02,0,2.013,276.8,0.0000,0.0000
2006,1,3,5,0,0,0,7,0.132,1.5,100,7,970,0,0,0,0,7,119.99000000000001,0,1.948,295.5,0.0000,0.0000
2006,1,3,5,30,0,0,7,0.132,1.5,100,7,970,0,0,0,0,4,114.02,0,1.9160000000000001,295.5,0.0000,0.0000
2006,1,3,6,0,0,0,7,0.132,1.5,100,7,970,0,0,0,0,3,108.13,0,1.8840000000000001,313.20000000000005,0.0000,0.0000
2006,1,3,6,30,0,0,7,0.132,1.5,100,7,970,0,0,0,0,4,102.35000000000001,0,1.859,313.20000000000005,0.0000,0.0000
2006,1,3,7,0,0,0,7,0.132,1.5,100,7,970,0,0,0,0,4,96.71000000000001,0,1.836,326.20000000000005,0.0000,0.0000
2006,1,3,7,30,0,0,7,0.132,1.8,100,7,970,0,0,0,0,7,91.25,0,1.805,326.20000000000005,0.0000,0.0000
2006,1,3,8,0,9,0,7,0.132,2.1,98.39,8,970,9,40,168,28,7,85.99,4,1.7750000000000001,335.3,0.0000,0.0000
2006,1,3,8,30,25,0,7,0.132,2.2,98.44,8,970,25,112,363,56,8,81,0,1.737,335.3,0.0000,0.0000
2006,1,3,9,0,89,216,8,0.132,2.3000000000000003,94.4,9,970,140,194,513,72,4,76.33,0,1.7,340.1,6.7715,5.1912
2006,1,3,9,30,61,0,8,0.132,2.5,94.42,9,970,61,272,604,86,4,72.05,0,1.6580000000000001,340.1,3.0647,2.3667
2006,1,3,10,0,124,0,8,0.132,2.9000000000000004,88.25,10,970,124,345,678,93,4,68.22,0,1.617,343.70000000000005,6.4472,5.0031
2006,1,3,10,30,100,723,8,0.132,3,82.56,11,970,407,407,723,100,0,64.94,0,1.585,343.70000000000005,21.7184,16.9058
2006,1,3,11,0,100,772,7,0.132,3.1,74.46000000000001,12,970,459,459,772,100,2,62.29,4,1.555,337.90000000000003,24.9487,19.4585
2006,1,3,11,30,103,792,7,0.132,3.1,74.45,12,970,494,494,792,103,0,60.36,0,1.537,337.90000000000003,27.1768,21.2217
2006,1,3,12,0,223,284,7,0.132,3.1,67.37,13,970,369,517,811,101,2,59.22,0,1.5190000000000001,325.8,20.4350,15.9672
2006,1,3,12,30,102,815,7,0.132,3.1,67.37,13,970,523,523,815,102,0,58.92,0,1.489,325.8,29.0122,22.6727
2006,1,3,13,0,104,803,6,0.132,3.1,62.03,13,970,512,512,803,104,0,59.46,0,1.46,318.5,28.3156,22.1220
2006,1,3,13,30,101,792,6,0.132,3,62.050000000000004,13,970,488,488,792,101,3,60.84,4,1.418,318.5,26.7691,20.8974
2006,1,3,14,0,95,782,6,0.132,3,61.44,14,970,450,450,782,95,1,62.980000000000004,0,1.377,318.90000000000003,24.3477,18.9808
2006,1,3,14,30,90,751,6,0.132,2.8000000000000003,65.58,13,970,397,397,751,90,0,65.82000000000001,0,1.339,318.90000000000003,21.0450,16.3693
2006,1,3,15,0,81,714,6,0.132,2.6,65.77,13,970,334,334,714,81,0,69.27,0,1.302,321.6,17.2097,13.3389
2006,1,3,15,30,72,648,6,0.132,1.9000000000000001,75.03,11,970,259,259,648,72,0,73.23,0,1.283,321.6,12.8703,9.9207
2006,1,3,16,0,59,559,7,0.132,1.3,84.69,10,970,179,179,559,59,0,77.64,0,1.264,325,8.5823,6.5636
2006,1,3,16,30,43,409,7,0.132,1.3,96.94,8,970,97,97,409,43,0,82.41,0,1.2670000000000001,325,0.0000,0.0000
2006,1,3,17,0,18,175,6,0.132,1.3,93.59,7,970,26,26,175,18,0,87.48,0,1.27,331.8,0.0000,0.0000
2006,1,3,17,30,0,0,6,0.132,1.3,100,6,970,0,0,0,0,0,92.79,0,1.286,331.8,0.0000,0.0000
2006,1,3,18,0,0,0,5,0.132,1.3,96.25,6,970,0,0,0,0,0,98.31,0,1.302,338.3,0.0000,0.0000
2006,1,3,18,30,0,0,4,0.132,1.3,100,5,970,0,0,0,0,0,104,0,1.325,338.3,0.0000,0.0000
2006,1,3,19,0,0,0,4,0.132,1.3,100,5,970,0,0,0,0,0,109.81,0,1.349,341.1,0.0000,0.0000
2006,1,3,19,30,0,0,4,0.132,1.2000000000000002,100,5,970,0,0,0,0,0,115.72,0,1.369,341.1,0.0000,0.0000
2006,1,3,20,0,0,0,4,0.132,1.2000000000000002,99.24000000000001,5,980,0,0,0,0,0,121.71000000000001,0,1.3900000000000001,342.90000000000003,0.0000,0.0000
2006,1,3,20,30,0,0,4,0.132,1.1,100,4,980,0,0,0,0,0,127.75,0,1.4040000000000001,342.90000000000003,0.0000,0.0000
2006,1,3,21,0,0,0,4,0.132,1.1,100,4,980,0,0,0,0,0,133.8,0,1.42,346.20000000000005,0.0000,0.0000
2006,1,3,21,30,0,0,2,0.132,1,100,3,980,0,0,0,0,0,139.84,0,1.432,346.20000000000005,0.0000,0.0000
2006,1,3,22,0,0,0,2,0.132,1,100,3,980,0,0,0,0,0,145.8,0,1.446,346.70000000000005,0.0000,0.0000
2006,1,3,22,30,0,0,2,0.132,1,100,3,980,0,0,0,0,0,151.6,0,1.457,346.70000000000005,0.0000,0.0000
2006,1,3,23,0,0,0,2,0.132,1,100,3,980,0,0,0,0,0,157.1,0,1.469,349.70000000000005,0.0000,0.0000
2006,1,3,23,30,0,0,2,0.132,0.9,100,3,980,0,0,0,0,0,161.95000000000002,0,1.481,349.70000000000005,0.0000,0.0000
2006,1,4,0,0,0,0,2,0.132,0.9,100,3,980,0,0,0,0,0,165.48,0,1.494,355.8,0.0000,0.0000
2006,1,4,0,30,0,0,2,0.132,0.9,100,2,980,0,0,0,0,0,166.57,0,1.499,355.8,0.0000,0.0000
2006,1,4,1,0,0,0,2,0.132,1,100,2,980,0,0,0,0,0,164.69,0,1.504,0.30000000000000004,0.0000,0.0000
2006,1,4,1,30,0,0,2,0.132,1,100,2,980,0,0,0,0,0,160.69,0,1.524,0.30000000000000004,0.0000,0.0000
2006,1,4,2,0,0,0,2,0.132,1,100,2,980,0,0,0,0,0,155.61,0,1.544,1.7000000000000002,0.0000,0.0000
2006,1,4,2,30,0,0,2,0.132,0.9,100,2,980,0,0,0,0,0,150.01,0,1.567,1.7000000000000002,0.0000,0.0000
2006,1,4,3,0,0,0,2,0.132,0.9,100,2,980,0,0,0,0,0,144.15,0,1.59,11.700000000000001,0.0000,0.0000
2006,1,4,3,30,0,0,2,0.132,0.9,100,2,980,0,0,0,0,0,138.16,0,1.608,11.700000000000001,0.0000,0.0000
2006,1,4,4,0,0,0,2,0.132,1,100,2,980,0,0,0,0,0,132.11,0,1.6260000000000001,17.8,0.0000,0.0000
2006,1,4,4,30,0,0,2,0.132,1.1,100,2,980,0,0,0,0,0,126.06,0,1.6440000000000001,17.8,0.0000,0.0000
2006,1,4,5,0,0,0,2,0.132,1.2000000000000002,100,2,980,0,0,0,0,0,120.03,0,1.6620000000000001,23.400000000000002,0.0000,0.0000
2006,1,4,5,30,0,0,2,0.132,1.2000000000000002,100,2,980,0,0,0,0,0,114.06,0,1.6620000000000001,23.400000000000002,0.0000,0.0000
2006,1,4,6,0,0,0,2,0.132,1.4000000000000001,100,2,980,0,0,0,0,0,108.16,0,1.6620000000000001,42.400000000000006,0.0000,0.0000
2006,1,4,6,30,0,0,2,0.132,1.4000000000000001,100,2,980,0,0,0,0,0,102.38,0,1.6500000000000001,42.400000000000006,0.0000,0.0000
2006,1,4,7,0,0,0,2,0.132,1.4000000000000001,100,2,980,0,0,0,0,0,96.73,0,1.6400000000000001,66.4,0.0000,0.0000
2006,1,4,7,30,0,0,2,0.132,1.2000000000000002,100,2,980,0,0,0,0,0,91.26,0,1.637,66.4,0.0000,0.0000
2006,1,4,8,0,28,191,2,0.132,1.2000000000000002,100,3,980,41,41,191,28,0,86,0,1.6340000000000001,89.10000000000001,0.0000,0.0000
2006,1,4,8,30,43,0,3,0.132,1.1,96.3,4,980,43,115,391,54,3,81,0,1.643,89.10000000000001,0.0000,0.0000
2006,1,4,9,0,74,0,4,0.132,1.1,94.62,5,980,74,196,526,72,3,76.32000000000001,4,1.653,129.9,3.5795,2.7442
2006,1,4,9,30,84,615,4,0.132,1.3,88.28,6,980,274,274,615,84,0,72.03,0,1.669,129.9,13.7687,10.6330
2006,1,4,10,0,146,293,5,0.132,1.5,87.81,7,980,255,348,697,89,3,68.19,0,1.685,166.60000000000002,13.2618,10.2915
2006,1,4,10,30,95,740,5,0.132,1.7000000000000002,81.97,8,980,409,409,740,95,1,64.89,0,1.697,166.60000000000002,21.8332,16.9959
2006,1,4,11,0,98,775,6,0.132,2,81.56,9,980,459,459,775,98,1,62.230000000000004,0,1.71,196.70000000000002,24.9585,19.4669
2006,1,4,11,30,183,443,6,0.132,2.4000000000000004,76.2,10,980,403,495,794,101,2,60.28,0,1.708,196.70000000000002,22.1811,17.3215
2006,1,4,12,0,234,113,6,0.132,2.8000000000000003,74.89,11,970,292,517,809,101,2,59.13,0,1.706,212.4,16.1790,12.6423
2006,1,4,12,30,102,812,6,0.132,3,74.83,11,970,523,523,812,102,1,58.81,0,1.689,212.4,29.0299,22.6878
2006,1,4,13,0,98,818,7,0.132,3.3000000000000003,72.08,12,970,515,515,818,98,1,59.35,0,1.673,214.20000000000002,28.4993,22.2669
2006,1,4,13,30,96,806,7,0.132,3.4000000000000004,72.04,12,970,490,490,806,96,1,60.71,0,1.655,214.20000000000002,26.9001,21.0013
2006,1,4,14,0,91,789,7,0.132,3.5,73.34,12,970,452,452,789,91,0,62.85,0,1.6380000000000001,211.9,24.4773,19.0836
2006,1,4,14,30,87,757,7,0.132,3.3000000000000003,73.32000000000001,12,970,399,399,757,87,0,65.68,0,1.6340000000000001,211.9,21.1736,16.4714
2006,1,4,15,0,81,708,7,0.132,3.2,75.06,12,970,334,334,708,81,4,69.12,4,1.6320000000000001,209,17.2322,13.3587
2006,1,4,15,30,77,0,7,0.132,2.5,80.16,11,970,77,259,642,72,4,73.09,0,1.641,209,3.8313,2.9539
2006,1,4,16,0,45,0,8,0.132,1.9000000000000001,88.72,10,970,45,179,542,61,7,77.49,0,1.6500000000000001,201.70000000000002,2.1594,1.6519
2006,1,4,16,30,24,0,8,0.132,1.8,94.87,9,970,24,97,395,44,7,82.26,4,1.657,201.70000000000002,0.0000,0.0000
2006,1,4,17,0,6,0,7,0.132,1.7000000000000002,97.2,8,970,6,27,161,19,7,87.33,4,1.6640000000000001,195.20000000000002,0.0000,0.0000
2006,1,4,17,30,0,0,7,0.132,1.7000000000000002,100,7,970,0,0,0,0,7,92.65,0,1.661,195.20000000000002,0.0000,0.0000
2006,1,4,18,0,0,0,7,0.132,1.8,100,7,970,0,0,0,0,7,98.17,0,1.659,196.3,0.0000,0.0000
2006,1,4,18,30,0,0,6,0.132,1.7000000000000002,100,6,970,0,0,0,0,7,103.85000000000001,0,1.6520000000000001,196.3,0.0000,0.0000
2006,1,4,19,0,0,0,6,0.132,1.7000000000000002,100,6,970,0,0,0,0,0,109.67,0,1.6460000000000001,201.60000000000002,0.0000,0.0000
2006,1,4,19,30,0,0,6,0.132,1.6,100,6,970,0,0,0,0,0,115.58,0,1.6260000000000001,201.60000000000002,0.0000,0.0000
2006,1,4,20,0,0,0,6,0.132,1.6,100,6,970,0,0,0,0,0,121.57000000000001,0,1.606,205.70000000000002,0.0000,0.0000
2006,1,4,20,30,0,0,4,0.132,1.5,100,5,970,0,0,0,0,0,127.61,0,1.559,205.70000000000002,0.0000,0.0000
